757322;-731078;-976539
758647;-733442;-979796
758655;-733471;-983006
695483;-780621;-1109222
696188;-782010;-1105617
777773;-716493;-975932
724343;-759959;-1120964
724351;-762893;-1123176
750883;-772331;-1112384
791601;-770263;-1111650
776823;-590933;-1120306
776831;-589187;-1119866
779237;-587577;-1115335
603392;-592875;-1115562
613029;-591174;-1113658
613037;-592431;-1114094
759902;-592633;-1116967
778605;-590563;-1117057
792918;-604912;-1135077
795194;-588038;-1136064
796654;-600821;-1132937
609561;-605799;-1174060
621226;-600347;-1151066
629286;-610190;-1173104
601497;-743637;-1003594
601471;-743363;-1005685
752321;-772065;-998298
624896;-773763;-999908
624900;-771612;-999705
624918;-774626;-998673
626317;-768891;-997440
631671;-743545;-991174
631680;-743180;-993422
631701;-742293;-992133
633861;-753496;-1004081
775657;-824468;-1080638
775665;-823137;-1077083
792802;-840144;-1085277
792829;-838901;-1085965
615145;-825716;-1053982
619434;-830387;-1062273
621251;-817071;-1061182
629146;-811528;-1052474
648329;-817744;-1058001
648337;-812933;-1059293
648345;-814765;-1060084
701114;-812473;-1061673
708399;-811908;-1060433
708402;-810942;-1058922
661589;-810946;-1057138
669318;-812721;-1049382
669687;-813233;-1053865
616036;-816148;-1042965
647241;-810198;-1042169
672645;-811317;-1044937
768502;-818075;-1042570
768511;-815972;-1045076
674117;-824732;-1055308
677191;-830919;-1055690
679631;-824716;-1061229
649473;-833077;-1058302
649481;-837380;-1062464
649490;-832526;-1060602
649503;-835405;-1061151
685186;-834665;-1058531
685194;-838159;-1059913
685208;-835951;-1057717
685216;-836543;-1059715
697133;-821859;-1040597
697141;-819646;-1041032
697150;-819473;-1044030
697168;-821770;-1042376
628522;-478943;-1141772
664723;-807616;-1125657
772283;-838350;-1114391
772305;-836792;-1114396
773964;-820833;-1105235
721450;-821161;-1113083
618071;-746628;-1011901
740365;-752548;-996904
660205;-788194;-1011393
639184;-612204;-1167678
648833;-601882;-1178295
615595;-616918;-1172646
745421;-620419;-1170779
648639;-622549;-1170193
655724;-615938;-1167591
655741;-614644;-1169766
655813;-616731;-1170841
655821;-618233;-1170639
655830;-618394;-1169343
679470;-613220;-1149041
679461;-611484;-1148598
690872;-608718;-1178550
692786;-607901;-1172543
698504;-601091;-1166084
702811;-613436;-1142515
702820;-612617;-1143337
703834;-588859;-1176333
724254;-589548;-1162187
733016;-608654;-1175109
735795;-619713;-1148292
735787;-621338;-1148243
738921;-600079;-1172426
741221;-614408;-1159936
745448;-591178;-1154391
745545;-614392;-1156627
702706;-829755;-1054324
702714;-828743;-1056783
704351;-828422;-1060084
708623;-816618;-1053938
716031;-842953;-1050582
716049;-844381;-1049448
716057;-841269;-1048937
743895;-820321;-1051955
767069;-822552;-1031818
767077;-821098;-1031052
767085;-819515;-1032365
770698;-819715;-1061380
770701;-822149;-1062267
623628;-839682;-1049554
623636;-837702;-1049669
623644;-839272;-1047891
623652;-838062;-1047776
774367;-836186;-1049955
774375;-838031;-1053160
774383;-837178;-1054819
774391;-834838;-1053883
774405;-835597;-1050748
775614;-844906;-1045481
775622;-846351;-1043932
775631;-846884;-1041240
653675;-836968;-1056591
653683;-837466;-1057846
653691;-834480;-1055753
653705;-835997;-1055125
787361;-832993;-1055866
787370;-830655;-1058091
796841;-821617;-1037813
796859;-821173;-1039037
796867;-820493;-1034449
796875;-818429;-1039785
796883;-817928;-1038376
796891;-818198;-1036847
613517;-806058;-1061990
613533;-809280;-1062246
613550;-807125;-1064051
613576;-808812;-1060330
681351;-805748;-1055305
681369;-805626;-1056308
685011;-789683;-1057801
700932;-795485;-1070055
738107;-804526;-1059627
746355;-798100;-1059972
746347;-798204;-1058630
615609;-782675;-1143110
765899;-792657;-1073406
930091;-791774;-1077357
631256;-791983;-1117623
780529;-807040;-1077584
791504;-792862;-1061949
631787;-795596;-1061442
631795;-793693;-1057076
655872;-792671;-1059012
655881;-793822;-1058911
700436;-793896;-1130878
615129;-873317;-991164
617792;-869958;-1015243
617806;-871065;-1016827
651621;-874737;-1016217
605549;-793818;-999865
678341;-848832;-1084151
662992;-848578;-1096771
772551;-848570;-1100161
647454;-850452;-1097748
649082;-777905;-1013895
649091;-779321;-1016103
651753;-780204;-1009622
651761;-778649;-1010365
707791;-867782;-1091798
631892;-872200;-1087597
631906;-871459;-1088738
631931;-873638;-1087161
697460;-870762;-1090928
697478;-872900;-1090975
697486;-874275;-1092156
697494;-871746;-1092272
697451;-869958;-1089484
619710;-843787;-1091327
756334;-862266;-1104322
683981;-790103;-1010760
684287;-793867;-1010661
684295;-791623;-1012628
628603;-828276;-1050082
680834;-817546;-1027856
680842;-816112;-1026633
687880;-822533;-1024354
687898;-824444;-1025811
687910;-821170;-1027027
687936;-821271;-1028993
687944;-821593;-1024516
687901;-820481;-1025294
631728;-818418;-1025902
778290;-800072;-1021799
692751;-801920;-1014557
692760;-802387;-1012003
795836;-801229;-1018206
787027;-803991;-1048248
740233;-784812;-1015777
740250;-786199;-1018463
740268;-784843;-1017394
740241;-785962;-1019444
783650;-827430;-1095350
607908;-801447;-1087262
930172;-801027;-1086629
751111;-779853;-1012532
654540;-802040;-1048108
654574;-801124;-1046123
671975;-833071;-1066220
716022;-843447;-1047760
777650;-816707;-1035031
752193;-591390;-1169977
753653;-622651;-1152984
762792;-590005;-1165212
601381;-590867;-1163341
767379;-609067;-1142479
718840;-613491;-1145791
636711;-605999;-1140508
656607;-606389;-1138629
775452;-614141;-1144060
775461;-614613;-1142909
781304;-610179;-1151129
784419;-612208;-1144539
790478;-618970;-1160786
796107;-607222;-1141013
626139;-587831;-1185143
675946;-592386;-1183250
695211;-595332;-1199196
677671;-789094;-1136479
665321;-803143;-1125759
691933;-736788;-1125847
672254;-873851;-1011343
672262;-874346;-1008982
672271;-875912;-1009795
672289;-875971;-1005345
672301;-875504;-1011087
672246;-872287;-1007760
672297;-873901;-1006925
670367;-879071;-1001212
670375;-878018;-999257
670383;-881209;-997417
670391;-879247;-998039
670405;-879029;-996306
670413;-881329;-999787
673251;-872818;-993020
673269;-874101;-993712
673293;-873021;-996322
673323;-877170;-994137
673331;-875811;-995456
751383;-876261;-1002297
751391;-875653;-1000515
751405;-875335;-998439
638838;-728136;-1111525
638854;-728715;-1109012
678589;-876491;-1017838
678601;-878341;-1018662
678619;-875405;-1021094
678627;-875323;-1018806
678635;-873685;-1021352
678643;-877494;-1018409
678651;-875442;-1022561
724696;-724734;-1112934
724726;-723328;-1112376
686506;-859738;-1016042
686514;-858785;-1014225
686522;-859604;-1017774
686531;-855998;-1015628
724700;-724755;-1114519
653713;-859676;-1010404
706663;-858382;-1011641
706680;-861026;-1012144
710962;-872413;-1005730
710997;-873342;-1003071
711004;-871328;-1003710
711021;-870677;-1005702
734136;-865437;-992234
734144;-864345;-990311
734152;-862455;-991531
740284;-720560;-1111761
740292;-721433;-1112943
724718;-722033;-1114677
674176;-727545;-1131128
748722;-742834;-1129154
748731;-741511;-1128422
617377;-847353;-1054796
617385;-849258;-1056552
620408;-856201;-1055800
620416;-855156;-1058283
620424;-858020;-1058509
620441;-856672;-1059905
620459;-854253;-1059676
620467;-858709;-1056367
620475;-859817;-1058035
765376;-852905;-1059350
637009;-878771;-1047177
652288;-870925;-1048886
652296;-873405;-1047568
652300;-871201;-1050517
652318;-875209;-1049913
629201;-868790;-1048952
701246;-870319;-1051824
612669;-856429;-1070413
612677;-856641;-1072440
665355;-852344;-1068805
665363;-854055;-1067813
665371;-853614;-1072106
665380;-849505;-1069926
665398;-852648;-1066433
676748;-848780;-1059758
634417;-847046;-1056862
632686;-717583;-1135151
741353;-715929;-1137107
760323;-716930;-1138478
781479;-721286;-1138480
686701;-740285;-1156767
601357;-704015;-1146989
740322;-713296;-1149245
600725;-698331;-1117295
601586;-694111;-1136391
761427;-855364;-1063648
761435;-856650;-1063048
761443;-857819;-1062657
761451;-855158;-1061753
616371;-808543;-1064115
662402;-804968;-1057521
701882;-795506;-1018457
771392;-794436;-1016268
771406;-793435;-1014204
777706;-797571;-1001552
777722;-797903;-999883
777731;-798834;-998496
779857;-776884;-1009122
739065;-808963;-1076866
723185;-789897;-999479
771139;-791891;-998539
788554;-790576;-1001340
787698;-812960;-1046972
737691;-804905;-1012910
737704;-804056;-1011364
603546;-798300;-1008711
794732;-801100;-1008103
794902;-801648;-1004583
627798;-797082;-1009693
716154;-794736;-1055932
716162;-792522;-1054241
757004;-805001;-1003240
757012;-803546;-1003453
797499;-802550;-1002137
797502;-800370;-1003108
666351;-796072;-974450
666360;-795677;-971994
666378;-794025;-975393
693600;-792486;-974773
633712;-782407;-978996
684821;-783392;-981438
798673;-784557;-979280
648116;-783353;-972557
648124;-784685;-972781
648132;-782209;-971879
648141;-782134;-974146
658324;-782865;-975280
658332;-781655;-976664
658341;-780826;-975502
665401;-776149;-979455
678881;-780469;-977739
679844;-781352;-981356
694185;-782811;-968548
709221;-776634;-980849
709239;-775569;-982096
724866;-607133;-1185299
705667;-606449;-1189482
751090;-604608;-1181240
725757;-596454;-1190723
779245;-585630;-1195314
648159;-750945;-999988
740373;-752683;-999738
652121;-748151;-998730
687332;-749427;-997741
666084;-750608;-1007499
670677;-743934;-1010061
676055;-768833;-1003911
676063;-769127;-1005604
725773;-764070;-1005526
683124;-765055;-1003562
633321;-767169;-1004012
690589;-762404;-989576
706124;-753494;-1002281
706132;-754628;-1001424
645087;-700612;-1113144
681172;-703358;-1137290
783315;-704200;-1136008
669041;-640128;-1155826
671592;-638079;-1157990
674397;-642459;-1167240
674826;-624751;-1152222
680206;-624364;-1156859
693766;-668183;-1162312
698059;-630059;-1166012
700592;-645355;-1165070
701599;-643469;-1147708
708003;-645156;-1140824
770469;-597895;-1085903
773948;-620643;-1064811
783838;-607503;-1079517
634328;-610011;-1074788
784231;-611813;-1074322
789658;-623299;-1079132
789666;-624557;-1078532
794368;-597051;-1060776
601373;-605656;-1129843
602361;-581883;-1126492
613002;-602629;-1135167
613011;-602636;-1136723
617661;-585379;-1118854
619825;-597773;-1138166
631329;-592672;-1133890
631337;-594870;-1133647
752941;-772340;-975346
789381;-778437;-978663
789399;-779592;-979667
789402;-779632;-980607
794309;-771364;-985499
794325;-771241;-983205
787621;-768287;-975738
787639;-769886;-974855
650498;-767456;-973613
741833;-769477;-976030
794490;-767295;-968893
651796;-767300;-970649
623270;-765554;-973672
623288;-765130;-973364
647985;-765613;-974822
755818;-768679;-970735
654736;-759856;-972761
654744;-760376;-971251
684546;-757685;-970932
684554;-756131;-969990
684562;-758584;-972215
654779;-757779;-973334
641715;-755610;-984093
744051;-752865;-983281
744069;-752229;-982004
765139;-756698;-983631
765147;-754005;-979537
765155;-753461;-981386
690678;-755805;-978507
690694;-755717;-979925
690708;-756818;-981745
690716;-755005;-980847
796514;-460000;-1113482
780898;-748432;-1177290
624781;-760101;-1160295
608572;-740373;-1148838
765163;-754705;-982424
738018;-507150;-1099990
639508;-493432;-1099281
793710;-748565;-980265
793728;-748306;-978161
660019;-661123;-1104191
667234;-667598;-1100992
693987;-668891;-1108891
695769;-664974;-1110166
723410;-673143;-1106745
723452;-671424;-1105985
723479;-670093;-1107363
723487;-670285;-1105679
637823;-666714;-1106360
637955;-669156;-1104609
758949;-666880;-1113722
758965;-667742;-1111566
766631;-664197;-1107919
778664;-488180;-1110037
618187;-663754;-1097352
626571;-660265;-1111115
748811;-669401;-1081959
748838;-670788;-1081394
635481;-672098;-1083391
635499;-674481;-1085734
635502;-670703;-1084993
635545;-673880;-1083601
635553;-670023;-1083330
664481;-479524;-1119791
600792;-674547;-1090543
600806;-674647;-1093069
635197;-671598;-1086731
636479;-671999;-1089654
640077;-691911;-1096340
640085;-692837;-1095847
640093;-693037;-1094592
640107;-694265;-1095102
640115;-693821;-1092771
640131;-692315;-1093281
654272;-675111;-1087901
725188;-745551;-993936
725196;-749398;-995648
725200;-747608;-994930
682861;-745278;-992937
682870;-746065;-992691
634379;-748142;-992961
634387;-747661;-991438
705730;-723770;-1187479
705756;-725784;-1189281
753548;-720433;-1172721
604381;-680317;-1164196
655091;-681643;-1178159
629979;-718364;-958235
722979;-694090;-1139744
722987;-695010;-1144753
722995;-693216;-1138850
723002;-696026;-1141429
723037;-696373;-1143525
723011;-696582;-1145333
709697;-668920;-1114631
781924;-665999;-1082136
775606;-705403;-1118169
726320;-707221;-1118470
726338;-706996;-1120435
793892;-668818;-1079470
788457;-627243;-1040515
778311;-869037;-1037548
778320;-870634;-1039510
778338;-869412;-1038538
705292;-710538;-1140122
705349;-707524;-1140471
705357;-706359;-1143085
619388;-697205;-1130673
602761;-625029;-992199
777790;-585186;-1129879
609307;-759215;-1117080
771783;-667454;-1016892
617571;-778389;-1114083
638447;-776691;-1133948
668711;-528709;-1172269
710024;-529026;-1169538
659185;-763864;-1118631
789852;-767942;-1102899
789895;-761573;-1100494
789909;-764015;-1100450
670243;-763562;-1104607
671363;-758002;-1102956
671380;-761626;-1104591
671398;-761225;-1102671
671401;-763356;-1102491
671428;-759916;-1103954
671436;-759482;-1102131
789917;-765277;-1103032
672581;-773955;-1104958
672599;-774439;-1106535
680770;-774962;-1102811
680788;-772613;-1102173
756822;-782081;-1114844
756831;-783467;-1114091
756849;-782880;-1111723
756857;-782514;-1112795
617601;-780921;-1113970
695491;-783270;-1109939
695505;-779880;-1111647
767883;-776814;-1099124
606898;-778143;-1099765
606901;-777795;-1098231
695726;-778989;-1102000
696170;-779571;-1104186
721875;-781020;-1101985
721883;-782433;-1101635
761621;-784318;-1102820
696196;-782163;-1104268
696200;-780678;-1105377
612910;-747904;-1110500
701068;-746895;-1104163
701084;-747299;-1107110
701092;-745901;-1105879
720437;-748713;-1107973
720453;-747128;-1108984
612928;-749217;-1110191
720445;-748946;-1109013
704318;-772118;-1108299
643653;-714207;-1155994
643939;-712393;-1142121
645605;-709802;-1157827
630438;-717154;-1157189
630446;-717457;-1158574
673617;-723903;-952815
673625;-726121;-952448
673633;-726349;-954517
783714;-727677;-950724
783722;-725722;-950812
686689;-735247;-1153281
725625;-736716;-1150516
600873;-681368;-1171117
608165;-699622;-1148862
659941;-695800;-1151590
643602;-694632;-1153476
647632;-735186;-1174255
790711;-742275;-1141534
640387;-750260;-1133395
780090;-744801;-978425
780103;-740708;-978903
780111;-745778;-977204
780120;-745001;-975055
780138;-746841;-973971
780146;-743034;-977942
780154;-747138;-977146
670910;-735074;-1114715
652458;-807294;-991336
652636;-810431;-990550
640409;-608592;-1125300
658154;-584826;-1146875
666882;-606097;-1115760
666891;-604862;-1117034
674389;-596943;-1131922
676730;-586607;-1149179
677159;-603984;-1131947
717479;-566903;-1104575
684996;-840206;-1083525
671096;-839387;-1075917
671118;-840690;-1074550
720640;-576167;-1074170
720658;-574538;-1071521
786187;-810484;-1096777
786179;-808333;-1096025
783919;-816036;-1085422
616354;-811820;-1065354
725307;-563473;-1094467
724050;-793033;-1050429
724068;-794858;-1049963
757764;-566436;-1053666
754510;-559650;-1054302
677086;-561408;-1051053
653926;-566093;-1055994
653934;-564084;-1058828
757756;-564976;-1051336
754528;-562384;-1055767
754544;-558129;-1052592
640140;-488827;-1081117
734055;-466485;-1126577
645036;-516231;-1092689
645044;-516248;-1096410
645052;-518063;-1093792
656488;-513618;-1088977
625876;-512973;-1091880
606189;-516976;-1090209
721697;-727795;-1145248
721701;-730531;-1144316
721719;-725890;-1142861
721727;-728559;-1143350
718718;-690143;-1164330
718726;-687977;-1165697
718734;-686066;-1166408
614050;-720031;-1134934
670553;-685565;-1160200
698237;-488983;-1093368
725633;-739398;-1154041
670545;-713655;-1143690
633925;-727263;-1185068
600415;-700861;-1110682
710113;-492210;-1082988
721085;-475971;-1085164
609315;-756657;-1118148
758752;-484190;-1078187
751219;-640392;-1150765
778591;-483344;-1096774
781134;-503554;-1101793
782998;-508475;-1104424
783081;-511239;-1108340
706809;-509750;-1101580
706817;-511197;-1100643
930563;-513887;-1108648
670758;-701425;-1108055
606944;-686857;-1099787
653888;-600252;-1113404
657549;-622500;-1088152
671541;-811166;-1108607
792730;-848272;-1124856
792756;-851187;-1121667
669636;-582096;-1090006
679259;-604295;-1110251
721484;-818594;-1111848
669521;-611442;-1080930
724751;-613200;-1089861
718611;-606116;-1083632
724742;-611864;-1088399
685674;-611129;-1084076
685682;-611169;-1082066
685704;-609358;-1083180
685747;-613491;-1082336
690945;-586462;-1102308
717282;-808747;-1111991
749630;-801511;-1112944
702331;-615137;-1109929
702340;-615667;-1110967
764604;-835841;-1096882
711454;-598669;-1089621
623911;-814129;-1126900
795941;-808603;-1128622
795950;-807038;-1127981
657603;-817422;-1095744
697974;-806884;-1101150
698008;-805996;-1101021
725358;-616263;-1100681
757870;-617920;-1096667
697907;-614428;-1103946
680826;-615227;-1096939
725552;-612217;-1101240
697991;-809627;-1101397
786195;-808277;-1100119
736899;-626364;-1099276
751936;-458043;-1114762
751944;-459239;-1114069
751928;-458215;-1113895
666475;-657728;-1085710
736341;-805737;-1063656
777587;-802177;-1059727
798703;-576295;-1075391
614262;-577106;-1074556
617938;-578943;-1079898
638439;-579595;-1073689
763993;-578042;-1077039
764027;-577813;-1074909
761222;-802065;-1071026
704326;-806348;-1078807
687952;-556405;-1122488
789291;-795663;-1116710
633241;-788965;-1147758
679526;-796400;-1155994
679534;-795130;-1156185
679518;-793061;-1153338
679551;-796543;-1154653
679569;-793670;-1155429
701718;-786252;-1155932
655261;-774648;-1157555
689769;-770659;-1156065
655252;-772563;-1159733
623717;-697213;-1108424
607070;-695886;-1110323
675644;-698212;-1108409
675652;-697940;-1111069
676136;-703831;-1106036
676144;-705765;-1104201
663018;-843234;-1097312
754790;-855628;-1106013
609960;-852466;-1103205
627844;-849779;-1106323
627852;-849794;-1107225
664669;-851595;-1108297
664677;-851570;-1104815
732851;-854335;-1106533
751294;-848738;-1107249
671231;-854971;-1103561
678333;-846923;-1084022
682934;-846209;-1109097
686972;-847743;-1108190
687189;-606895;-1123599
742376;-604527;-1118736
689301;-862111;-1094851
689319;-861244;-1095959
666238;-858513;-1105671
700070;-859093;-1103441
700088;-857425;-1101639
798401;-873756;-1085438
700461;-871034;-1085185
700479;-874560;-1084484
700487;-872402;-1083679
704164;-846627;-1081975
704342;-859795;-1101129
743917;-877653;-1087204
743925;-876717;-1089622
743933;-878719;-1091283
743941;-875194;-1087988
743950;-876808;-1084804
743968;-875482;-1083191
743976;-875272;-1085894
752771;-856265;-1101991
773620;-864968;-1099612
719951;-862533;-1097780
781622;-862474;-1081552
781631;-863269;-1079778
781657;-863313;-1078086
787337;-856748;-1107934
787345;-857146;-1110171
787353;-859300;-1108842
613045;-855112;-1107764
636673;-855423;-1109162
650421;-854411;-1110776
650439;-853047;-1111391
650447;-853762;-1112609
650455;-855931;-1112015
650463;-855318;-1113823
692336;-861122;-1108107
794996;-864571;-1094891
650871;-888584;-1019173
650919;-888974;-1021409
651028;-885649;-1021216
651052;-884495;-1021665
651061;-885422;-1023313
651079;-883421;-1024018
755028;-886898;-1028491
768898;-885358;-1019551
768901;-886124;-1018446
636568;-891533;-1023207
636576;-889536;-1025779
650820;-893794;-1018921
650838;-892555;-1019327
650846;-891341;-1021423
650854;-890786;-1018756
650862;-890056;-1020296
723720;-887056;-1025588
726427;-883298;-1020181
726435;-881721;-1020063
600521;-897990;-1004184
669237;-893358;-1000641
669253;-895048;-1000171
780162;-894757;-1003065
780171;-892493;-1004978
780189;-894088;-1005699
698296;-896901;-1008781
698270;-896239;-1006123
698288;-895279;-1007903
679364;-870890;-1027731
679372;-870261;-1031651
688126;-882391;-1005211
688142;-883810;-1001187
688151;-883013;-1003018
688169;-880231;-1003387
688177;-885258;-1002302
688193;-883327;-1000164
696846;-563990;-1108570
674125;-659240;-1105459
678252;-672623;-1109267
678261;-672991;-1110712
738166;-673651;-1111887
678571;-680538;-1090318
616231;-704436;-1111968
616249;-703966;-1110385
616214;-704963;-1108648
692131;-701673;-1104083
655490;-703151;-1104637
765449;-714828;-1111143
792969;-712207;-1114155
725242;-695350;-1138278
723029;-698337;-1144565
672602;-771758;-1105915
734128;-756557;-1109246
644781;-777376;-1102113
633283;-727617;-997812
633291;-728083;-994145
632953;-731769;-988296
632945;-730435;-989265
790508;-729710;-996011
790516;-731334;-996218
791211;-730104;-990883
791229;-730937;-991706
669482;-724180;-993902
669491;-723761;-995502
702161;-725892;-995413
712230;-770671;-1102729
615579;-787977;-1150814
624250;-798660;-1144153
676331;-789244;-1168576
930491;-788044;-1170017
636665;-784046;-1147019
624306;-706309;-1157637
624314;-707362;-1160040
624322;-704265;-1158081
634433;-710850;-1119956
675156;-724614;-1128260
630691;-825375;-993387
630705;-824362;-992819
630713;-826774;-994007
630721;-824015;-991259
630730;-825932;-991361
650722;-808686;-1006026
650731;-810425;-1006455
650749;-808036;-1004762
650757;-808816;-1003872
725048;-814104;-1004450
650765;-811881;-1003869
650773;-810511;-1003726
660761;-804817;-987580
660809;-807343;-987670
660833;-806659;-985600
660876;-804913;-985796
772054;-789554;-1143714
772071;-790977;-1146788
651711;-793252;-1152016
757993;-702914;-1127792
758001;-704433;-1129219
758019;-703103;-1130382
711292;-698505;-1126544
680524;-567343;-1088928
651222;-614802;-1060277
681547;-609051;-1063628
745936;-711847;-1110444
681555;-610120;-1061694
742031;-605766;-1053413
602787;-627292;-993312
677035;-635787;-1021373
607860;-648841;-1008666
768626;-645312;-1018978
615072;-655867;-1030327
740861;-689046;-1017531
740870;-687988;-1017728
641260;-674924;-1011379
659657;-674524;-1018613
754374;-681983;-1016213
603813;-651331;-1014292
607568;-650538;-1015148
607576;-650546;-1016459
766950;-652443;-1015477
697516;-862096;-1032283
739031;-862461;-1034930
697508;-859846;-1031162
641596;-764715;-1169536
789682;-863110;-1039341
789691;-863891;-1038165
789704;-863209;-1036915
709026;-877083;-1020654
709042;-878282;-1020417
709051;-880670;-1021301
709069;-879393;-1021244
726443;-882433;-1021505
692743;-813494;-1095914
626805;-832562;-1086730
748218;-822187;-1095807
682837;-554163;-1090324
682845;-556322;-1087644
682853;-558508;-1087332
646768;-844484;-1078764
665622;-827061;-997046
665631;-829156;-996404
665649;-825165;-999887
665657;-824649;-996619
665665;-824670;-998539
665673;-823370;-1000318
665690;-826716;-1000584
694355;-822105;-997651
780197;-823202;-992943
780201;-822055;-993296
780219;-821027;-992790
780227;-822462;-995366
798495;-828516;-994642
769461;-727455;-1139865
761524;-737659;-1115906
737950;-736729;-1114321
